"","content","video_name.VIDEO_NAMEEminem - Love The Way You Lie ft. Rihanna","video_name.VIDEO_NAMEKaty Perry - Roar","video_name.VIDEO_NAMELMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","video_name.VIDEO_NAMEPSY - GANGNAM STYLE(?????) M/V","video_name.VIDEO_NAMEShakira - Waka Waka","class","date_missing","year","month","day","hour","minute","second","week","quarter","day_of_year","week_of_year","weekend","hour_sin","hour_cos","weekday_num","weekday_sin","weekday_cos","month_sin","month_cos","author_freq","cpt_ratio","has_url","contains_out","contains_check","contains_please","contains_youtube","contains_subscribe","contains_video","contains_channel","contains_money","contains_follow","word_count"
"83","https://www.facebook.com/photo.php?fbid=543627485763966&l=0d878a889c",0,1,0,0,0,1,0,2014, 8,11, 1,43,41,32,3,223,33,0, 2.588190e-01, 9.659258e-01,2, 9.749279e-01,-0.2225209,-8.660254e-01,-5.000000e-01,1,0.000000000,1,0,0,0,0,0,0,0,0,0,  1
"84","this song gives me strength! love her lyrics. this video really brings the lyrics to life. I'm getting known fast because i rap with meaning.. thumbs up if you piss next to the water in the toilet so its quiet...",0,1,0,0,0,1,0,2014,10,30,17,58,18,44,4,303,44,0,-9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,2,0.006097561,0,0,0,0,0,0,1,0,0,0, 40
"85","How did you know that people makes another account just for subscribing itself and liking??? :)",0,0,0,0,1,1,0,2013, 8,31, 8,59,35,35,3,243,35,1, 8.660254e-01,-5.000000e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01,-5.000000e-01,1,0.013333333,0,0,0,0,0,0,0,0,0,0, 16
"86","1,000,000 VIEWS NEAR",1,0,0,0,0,0,0,2015, 5,26,17,25,43,21,2,146,22,0,-9.659258e-01,-2.588190e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  3
"87","i love this so much. AND also I Generate Free Leads on Auto Pilot & You Can Too! http://www.MyLeaderGate.com/moretraffic",0,1,0,0,0,1,0,2014, 7,22,15,27,50,29,3,203,30,0,-7.071068e-01,-7.071068e-01,3, 4.338837e-01,-0.9009689,-5.000000e-01,-8.660254e-01,1,0.156250000,1,0,0,0,0,0,0,0,0,0, 19
"88","is that megan fox x:D?",1,0,0,0,0,0,0,2015, 5,19,12,13,44,20,2,139,21,0, 1.224606e-16,-1.000000e+00,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.062500000,0,0,0,0,0,0,0,0,0,0,  5
"89","Thank you. Please give your email.",0,0,0,0,1,1,0,2015, 5,23,12,51,30,21,2,143,21,1, 1.224606e-16,-1.000000e+00,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.074074074,0,0,0,0,0,0,0,0,0,0,  6
"90","selfie alert",0,1,0,0,0,0,0,2014, 9,16,21, 3,17,37,3,259,38,0,-7.071068e-01, 7.071068e-01,3, 4.338837e-01,-0.9009689,-1.000000e+00,-1.836910e-16,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"91","Beautiful song",0,0,1,0,0,0,0,2015, 5,21,11,34,17,21,2,141,21,0, 2.588190e-01,-9.659258e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.076923077,0,0,0,0,0,0,0,0,0,0,  2
"92","Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&sort=DD&size=90&csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&dref=5094&keyword=BDP&store=EBOOK",0,1,0,0,0,1,0,2014, 8, 7,17,46,23,32,3,219,32,0,-9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01,-5.000000e-01,1,0.262820513,1,0,0,0,0,0,0,0,0,0,  2
"93","You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.213166144,0,1,1,0,0,0,0,0,1,0, 61
"94","She kinda let herself go, huh?",0,1,0,0,0,0,0,2014,10,27,22,31,50,43,4,300,44,0,-5.000000e-01, 8.660254e-01,2, 9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.043478261,0,0,0,0,0,0,0,0,0,0,  6
"95","This great Warning will happen soon. ,0 LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Paa,2013-09-26T22:28:17.047000,Croatia <3,0 LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013-09-26T22:26:12.832000,Nice one,0 LneaDw26bFtvZQt6JUEhasIEFRJG1exI_dVqdnQVPho,exode. comeback.,2013-09-26T22:23:00.710000,600m views.,0 LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn_TZ1_HY,Muhammad Shaeel Abbas,2013-09-26T22:15:45.476000,Fuck off!,0 LneaDw26bFt-oToUFj0z3vffLFNaxyKwZSIVQhiMx-E,Notorious Niko,2013-09-26T22:00:43.613000,""Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM... Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track.. Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D Thanks in advance, you guys will be part of making my dream come TRUE -Notorious Niko",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.200886263,0,1,1,0,0,0,0,0,0,0,118
"96","do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.000000000,0,1,1,0,0,0,0,0,1,0, 21
"97","Check out this video on YouTube:Qq",0,0,1,0,0,1,0,2015, 1, 8,16,16,52, 2,1,  8, 2,0,-8.660254e-01,-5.000000e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01, 8.660254e-01,1,0.142857143,0,1,0,0,0,0,1,0,0,0,  6
"98","http://www.twitch.tv/jaroadc come follow and watch my stream!",0,0,0,1,0,1,0,2014, 1,20, 6,57,25, 3,1, 20, 4,0, 1.000000e+00, 6.123032e-17,2, 9.749279e-01,-0.2225209, 5.000000e-01, 8.660254e-01,1,0.000000000,1,0,0,0,0,0,0,0,0,1,  7
"99","Stop,is a very TOP 1",0,0,1,0,0,0,0,2015, 5,26,20,33,36,21,2,146,22,0,-8.660254e-01, 5.000000e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,2,0.285714286,0,0,0,0,0,0,0,0,0,0,  5
"100","No long paragraph just check out my song called ""Fire"".",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.039215686,0,1,1,0,0,0,0,0,0,0, 10
"101","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 1,12, 6, 6, 6, 2,1, 12, 3,0, 1.000000e+00, 6.123032e-17,2, 9.749279e-01,-0.2225209, 5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"102","EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY MINECRAFT THANKS GUYS!... SUBSCRIBE!",0,0,0,1,0,1,0,2014,11, 4,19,46,38,44,4,308,45,0,-9.659258e-01, 2.588190e-01,3, 4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0, 20
"103","This video is kinda close to 1 million views",1,0,0,0,0,0,0,2015, 5,26, 2,55,34,21,2,146,22,0, 5.000000e-01, 8.660254e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.027027027,0,0,0,0,0,0,1,0,0,0,  9
"104","Check out this playlist on YouTube:",0,0,1,0,0,1,0,2015, 4,17,15,50,59,16,2,107,16,0,-7.071068e-01,-7.071068e-01,6,-7.818315e-01, 0.6234898, 8.660254e-01,-5.000000e-01,1,0.081081081,0,1,0,0,0,0,0,0,0,0,  6
"105","https://twitter.com/GBphotographyGB",0,0,0,1,0,1,0,2013,11,28,17,54,39,48,4,332,48,0,-9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.133333333,1,0,0,0,0,0,0,0,0,0,  1
"106","5 years ago damn",0,0,0,0,1,0,0,2015, 5,20,14,56, 7,20,2,140,21,0,-5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  4
"107","This guy win dollars sleeping... m m m he loves the planet its full of RETARDS",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.133333333,0,0,0,0,0,0,0,0,0,0, 16
"108","LOVE TROP FORT VOTRE clip",1,0,0,0,0,0,0,2015, 5,26,16,53,49,21,2,146,22,0,-8.660254e-01,-5.000000e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.809523810,0,0,0,0,0,0,0,0,0,0,  5
"109","i like this steps...",0,0,1,0,0,0,0,2015, 5,17, 8,21,37,20,2,137,20,1, 8.660254e-01,-5.000000e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  4
"110","If you pause at 1:39 at the last millisecond you can see that that chick is about to laugh. Takes a few tries.",0,0,0,1,0,0,0,2014,11, 8, 5,29,26,45,4,312,45,1, 9.659258e-01, 2.588190e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.024390244,0,0,0,0,0,0,0,0,0,0, 23
"111","This song means so much to me thank you soooooooooooooooooooooooooooooooooooooooo much:-) Xxx",0,1,0,0,0,0,0,2015, 6, 5,18,59,52,23,2,156,23,0,-1.000000e+00,-1.836910e-16,6,-7.818315e-01, 0.6234898, 1.224606e-16,-1.000000e+00,1,0.025316456,0,0,0,0,0,0,0,0,0,0, 12
"112","good!!",0,0,0,0,1,0,0,2013, 9, 6,14,51, 5,36,3,249,36,0,-5.000000e-01,-8.660254e-01,6,-7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  1
"113","You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Lake . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,3,0.220447284,0,1,1,0,0,0,0,0,1,0, 82
"114","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 1, 9, 3,44,56, 2,1,  9, 2,0, 7.071068e-01, 7.071068e-01,6,-7.818315e-01, 0.6234898, 5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"115","I like how the robot shuffles he shuffles good",0,0,1,0,0,0,0,2015, 5,20, 3,52,41,20,2,140,21,0, 7.071068e-01, 7.071068e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.026315789,0,0,0,0,0,0,0,0,0,0,  9
"116","Love",1,0,0,0,0,0,0,2015, 5,27,15,16,59,21,2,147,22,0,-7.071068e-01,-7.071068e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.250000000,0,0,0,0,0,0,0,0,0,0,  1
"117","http://www.gofundme.com/gvr7xg",0,0,0,1,0,1,0,2014,11, 6,20,55, 9,45,4,310,45,0,-8.660254e-01, 5.000000e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.000000000,1,0,0,0,0,0,0,0,0,0,  1
"118","Never gets old best song ever",1,0,0,0,0,0,0,2015, 5,23,12,12,59,21,2,143,21,1, 1.224606e-16,-1.000000e+00,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.041666667,0,0,0,0,0,0,0,0,0,0,  6
"119","If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video!",0,0,0,1,0,1,0,2014,11, 8,10,48,41,45,4,312,45,1, 5.000000e-01,-8.660254e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.113207547,0,0,0,0,0,0,0,0,0,0, 14
"120","Love this song !!!!!!",0,0,0,0,1,0,0,2013, 7,17,20,34,59,29,3,198,29,0,-8.660254e-01, 5.000000e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01,-8.660254e-01,1,0.083333333,0,0,0,0,0,0,0,0,0,0,  4
"121","NICE GIRL :D",0,0,1,0,0,0,0,2015, 5,27,10,49,29,21,2,147,22,0, 5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  3
"122","Super awesome video",0,0,1,0,0,0,0,2015, 5,27, 3,47,34,21,2,147,22,0, 7.071068e-01, 7.071068e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.052631579,0,0,0,0,0,0,1,0,0,0,  3
"123","Hey if you guys wouldnt mind...could you check out my boys and my music...we just made a real lyrical song...search DNA Andrew Guasch...I appreciate it. Leave some real feedback and keep Hip-Hop alive",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.064935065,0,1,1,0,0,0,0,0,0,0, 33
"124","This is the best, funny and viral video of history (youtube) THE TRUE",0,0,0,1,0,0,0,2014,11, 7, 1,24,27,45,4,311,45,0, 2.588190e-01, 9.659258e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.148148148,0,0,0,0,1,0,1,0,0,0, 13
"125","Lemme Top Comments Please!!",1,0,0,0,0,0,0,2015, 5,21, 9,19,36,21,2,141,21,0, 7.071068e-01,-7.071068e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.181818182,0,0,0,0,0,0,0,0,0,0,  4
"126","Katy Perry is lion",0,1,0,0,0,0,0,2014,11, 7,11,25,13,45,4,311,45,0, 2.588190e-01,-9.659258e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.133333333,0,0,0,0,0,0,0,0,0,0,  4
"127","Good video",0,0,1,0,0,0,0,2014, 7,23,22,23,47,30,3,204,30,0,-5.000000e-01, 8.660254e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01,-8.660254e-01,1,0.111111111,0,0,0,0,0,0,1,0,0,0,  2
"128","I did a cover if u want to check it out THANK U.....Michael Age 8",0,1,0,0,0,1,0,2014,11, 2,13,37, 6,44,4,306,44,1,-2.588190e-01,-9.659258e-01,1, 7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.200000000,0,1,1,0,0,0,0,0,0,0, 15
"129","Check out this playlist on YouTube:",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.103448276,0,1,0,0,0,0,0,0,0,0,  6
"130","i love u shakira",0,0,0,0,1,0,0,2015, 5,22, 5,23,38,21,2,142,21,0, 9.659258e-01, 2.588190e-01,6,-7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  4
"131","CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.705882353,0,0,0,0,0,0,0,0,0,0,  5
"132","Check me out I'm all about gaming",0,0,0,1,0,1,0,2014,11, 6, 3,10,26,45,4,310,45,0, 7.071068e-01, 7.071068e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.076923077,0,1,0,0,0,0,0,0,0,0,  7
"133","Limit sun exposure while driving. Eliminate the hassle of having to swing the car visor between the windshield and window. https://www.kickstarter.com/projects/733634264/visortwin",0,0,0,1,0,1,0,2014,11,12,14,17,28,46,4,316,46,0,-5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.014285714,1,0,0,0,0,0,0,0,0,0, 21
"134","I really ask nicely to view my vids:) I subscribe back..",0,0,0,0,1,1,0,2013, 8, 8,13,34,40,32,3,220,32,0,-2.588190e-01,-9.659258e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01,-5.000000e-01,2,0.047619048,0,0,0,0,0,1,0,0,0,0, 11
"135","To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!",0,0,0,0,1,0,0,2015, 5,24,15,35, 3,21,2,144,21,1,-7.071068e-01,-7.071068e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,2,0.035971223,0,0,0,0,0,0,0,0,0,0, 34
"136","could you guys please check out my channel for hiphop beats?",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.000000000,0,1,1,1,0,0,0,1,0,0, 11
"137","amazing song",1,0,0,0,0,0,0,2015, 5,25, 6, 1, 1,21,2,145,22,0, 1.000000e+00, 6.123032e-17,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"138","You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the war illustrate the exclusive space? The mountain refers the helpless death. The tax reviews the special music.",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,7,0.145985401,0,1,1,0,0,0,0,0,1,0, 61
"139","You are all sheep, period. This is terrible music.",0,1,0,0,0,0,0,2014, 9,24,14,45,16,39,3,267,39,0,-5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689,-1.000000e+00,-1.836910e-16,1,0.051282051,0,0,0,0,0,0,0,0,0,0,  9
"140","still.. this reminds me of 1 years back when i was do shuffle everyday",0,0,1,0,0,0,0,2015, 5,26,15,46,26,21,2,146,22,0,-7.071068e-01,-7.071068e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0, 14
"141","Please check out my New Song (Music Video) AD - Don&#39;t Play",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.209302326,0,1,1,0,0,0,0,0,0,0, 12
"142","Like getting Gift cards..but hate spending the cash.... Try Juno Wallet !!! At Juno Wallet you can earn money for gift cards such as ; Nike, Gamestop, Amazon , Ebay Etc & its easy Earn money by doing simple task like watching videos..downloading apps & you can even earn money by inviting your friends to join...its free for signup Sign up today & use promo code BD3721315",0,0,0,1,0,1,0,2014,11, 5,16,18,58,45,4,309,45,0,-8.660254e-01,-5.000000e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.059233449,0,0,0,0,0,0,0,0,1,0, 67
"143","hi guys please check out my vids , i will promos to subscribe to you to",0,0,1,0,0,1,0,2014, 7,27,18,24,57,30,3,208,30,1,-1.000000e+00,-1.836910e-16,1, 7.818315e-01, 0.6234898,-5.000000e-01,-8.660254e-01,1,0.000000000,0,1,1,1,0,1,0,0,0,0, 16
"144","check out eminem latest track survival if u didnt",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.000000000,0,1,1,0,0,0,0,0,0,0,  9
"145","my sister just received over 6,500 new #active youtube views Right now. The only thing she used was pimpmyviews. com",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.013793103,0,0,0,0,1,0,0,0,0,0, 20
"146","like this comment then type 1337",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.000000000,0,0,0,0,0,0,0,0,0,0,  6
"147","Katty is the best! ! ! !",0,1,0,0,0,0,0,2015, 6, 5,18,13,30,23,2,156,23,0,-1.000000e+00,-1.836910e-16,6,-7.818315e-01, 0.6234898, 1.224606e-16,-1.000000e+00,1,0.071428571,0,0,0,0,0,0,0,0,0,0,  7
"148","okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.",0,0,1,0,0,1,0,2015, 5,20,17,39,26,20,2,140,21,0,-9.659258e-01,-2.588190e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.012820513,0,0,0,0,1,0,0,0,0,0, 17
"149","*KATY YOU ARE A SHIT GO DIE!!!!!ROAR IS A FLOOOOOOOOOOOOOOOOOOOOP*",0,1,0,0,0,0,0,2014,11,10,18,11,36,45,4,314,46,0,-1.000000e+00,-1.836910e-16,2, 9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0, 10
"150","Hey subscribe to me",0,0,0,1,0,1,0,2013,11,28,17, 6,17,48,4,332,48,0,-9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.062500000,0,0,0,0,0,1,0,0,0,0,  4
"151","2015 and more....",1,0,0,0,0,0,0,2015, 5,24,20,59,37,21,2,144,21,1,-8.660254e-01, 5.000000e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  3
"152","https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&ref_id=ouxg5e . Please open this link and vote for anand niketan international school, the project name is project Fr-e-dom and share it with yours friend.",0,1,0,0,0,1,0,2014,11,10, 9, 0,34,45,4,314,46,0, 7.071068e-01,-7.071068e-01,2, 9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.011049724,1,0,0,0,0,0,0,0,0,0, 25
"153","This makes me miss the world cup",0,0,0,0,1,0,0,2013,10, 4, 5,20,55,40,4,277,40,0, 9.659258e-01, 2.588190e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.038461538,0,0,0,0,0,0,0,0,0,0,  7
"154","subscribe now!!!!!! love the song!!!!!! love football!!!",0,0,0,0,1,1,0,2013,10, 5,11,54,10,40,4,278,40,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01, 5.000000e-01,1,0.000000000,0,0,0,0,0,1,0,0,0,0,  7
"155","Check out this playlist on YouTube:a",0,0,1,0,0,1,0,2015, 1,20,19,21,30, 3,1, 20, 4,0,-9.659258e-01, 2.588190e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01, 8.660254e-01,1,0.100000000,0,1,0,0,0,0,0,0,0,0,  6
"156","PLEASE CHECK OUT MY VIDEO CALLED ""WE LOVE MIND MASTER IT"" THANKS",0,0,0,0,1,1,0,2013, 9, 9,17,34, 7,36,3,252,37,0,-9.659258e-01,-2.588190e-01,2, 9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,2,0.864406780,0,0,0,0,0,0,0,0,0,0, 12
"157","this video has 800+m views and the channel got 3m subscribers",0,0,1,0,0,1,0,2015, 3, 1,11,29,19, 9,1, 60, 9,1, 2.588190e-01,-9.659258e-01,1, 7.818315e-01, 0.6234898, 1.000000e+00, 6.123032e-17,1,0.000000000,0,0,0,0,0,0,1,1,0,0, 11
"158","Remeber when this song was good",0,0,1,0,0,0,0,2015, 5,25, 5,43,54,21,2,145,22,0, 9.659258e-01, 2.588190e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.038461538,0,0,0,0,0,0,0,0,0,0,  6
"159","I love you",0,0,0,0,1,0,0,2015, 5,24,16, 5,33,21,2,144,21,1,-8.660254e-01,-5.000000e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.125000000,0,0,0,0,0,0,0,0,0,0,  3
"160","just came to check the view count",0,0,0,1,0,0,0,2014,11,12, 6,26,42,46,4,316,46,0, 1.000000e+00, 6.123032e-17,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.000000000,0,0,1,0,0,0,0,0,0,0,  7
"161","Check out this video on YouTube:fb i",0,0,1,0,0,1,0,2015, 4,19,20,48,32,16,2,109,16,1,-8.660254e-01, 5.000000e-01,1, 7.818315e-01, 0.6234898, 8.660254e-01,-5.000000e-01,1,0.103448276,0,1,0,0,0,0,1,0,0,0,  7
"162","The new Makeup Transformation with Integrated Look-A-Like Feature now available in Ver 1.13! Do you know who you look like? Install or update your version of Makeup Transformation https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation or visit Google Play.",0,1,0,0,0,1,0,2014, 8,30,23, 8, 2,35,3,242,35,1,-2.588190e-01, 9.659258e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01,-5.000000e-01,1,0.065502183,1,0,0,0,0,0,0,0,0,0, 33
"163","Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I dont have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. Im an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney",0,0,0,0,1,1,0,2013, 8,26, 5,24,14,34,3,238,35,0, 9.659258e-01, 2.588190e-01,2, 9.749279e-01,-0.2225209,-8.660254e-01,-5.000000e-01,2,0.033333333,0,1,1,0,0,0,0,1,1,0, 90
"164","Subscribe me, I will? subscribe you back!!!",0,0,0,0,1,1,0,2013, 8, 8,21,15,36,32,3,220,32,0,-7.071068e-01, 7.071068e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01,-5.000000e-01,2,0.062500000,0,0,0,0,0,1,0,0,0,0,  7
